code,name,country,city,state,city_code
MAR,La Chinita Airport,VE,San Francisco,Zulia,MAR
MAS,Momote Airport,PG,Lorengau,Manus,MAS
MAT,Matadi,CD,Matadi,Bas-Congo,MAT
MAU,Maupiti,PF,Vaitape,Iles Sous-le-Vent,MAU
MAV,Maloelap Island,MH,Taroa,Maloelap Atoll,MAV
MAW,Malden,US,Malden,Missouri,MAW
MAX,Matam,SN,Ouro Sogui,Matam,MAX
MAY,Mangrove Cay,BS,,,MAY
MAZ,Eugenio M. De Hostos Airport,PR,Anasco,Anasco,MAZ
MBA,Moi International Airport,KE,Mombasa,Mombasa,MBA
MBB,Marble Bar,AU,,,MBB
MBC,Mbigou,GA,Mbigou,Ngounie,MBC
MBD,Mmabatho International Airport,ZA,Mmabatho,North-West,MBD
MBE,Monbetsu Airport,JP,Mombetsu,Hokkaido,MBE
MBF,Mount Buffalo,AU,,,MBF
MBG,Mobridge,US,Mobridge,South Dakota,MBG
MBH,Maryborough,AU,Maryborough,Queensland,MBH
MBI,Mbeya Airport,TZ,Mbeya,Mbeya,MBI
MBJ,Sangster International Airport,JM,Montego Bay,Saint James,MBJ
MBK,Matupa,BR,Alta Floresta,Mato Grosso,MBK
MBL,Blacker Airport,US,Manistee,Michigan,MBL
MBM,Mkambati,ZA,Bizana,Eastern Cape,MBM
MBN,Mt Barnett,AU,,,MBN
MBO,Mamburao,PH,Mamburao,Mimaropa,MBO
MBP,Moyobamba,PE,Yorongos,San Martin,MBP
MBQ,Mbarara,UG,Mbarara,Western Region,MBQ
MBR,Mbout,MR,,,MBR
MBS,MBS International Airport,US,Freeland,Michigan,MBS
MBT,Masbate Airport,PH,Tumalaytay,Bicol,MBT
MBU,Mbambanakira,SB,,,MBU
MBV,Masa,PG,,,MBV
MBW,Moorabbin,AU,Heatherton,Victoria,MEL
MBX,Maribor International Airport,SI,Maribor,Maribor,MBX
MBY,Moberly,US,Moberly,Missouri,MBY
MBZ,Maues,BR,Maues,Amazonas,MBZ
MCA,Macenta,GN,Macenta,Nzerekore,MCA
MCB,Pike County,US,Magnolia,Mississippi,MCB
MCC,Mcclellan AFB,US,North Highlands,California,SAC
MCD,Mackinac Island,US,Saint Ignace,Michigan,MCD
MCE,Merced Municipal Airport,US,,,MCE
MCF,Mac Dill AFB,US,,,TPA
MCG,McGrath Airport,US,,,MCG
MCH,Machala,EC,Puerto Bolivar,El Oro,MCH
MCI,Kansas City International Airport,US,Weatherby Lake,Missouri,MKC
MCJ,Maicao,CO,Maicao,La Guajira,MCJ
MCK,Mc Cook Airport,US,McCook,Nebraska,MCK
MCL,Mt Mckinley,US,,,MCL
MCM,Fontvieille Heliport,MC,Monaco,Commune de Monaco,MCM
MCN,Lewis B Wilson,US,,,MCN
MCO,Orlando International Airport,US,Taft,Florida,ORL
MCP,Macapa International Airport,BR,Macapa,Amapa,MCP
MCQ,Miskolc,HU,Arnot,Borsod-Abauj-Zemplen,MCQ
MCR,Melchor De Menco,GT,Chiquinival,Chiapas,MCR
MCS,Monte Caseros,AR,Monte Caseros,Corrientes,MCS
MCT,Muscat International Airport,OM,Bawshar,Muhafazat Masqat,MCT
MCU,Gueret (Lepaud),FR,Montlucon,Auvergne,MCU
MCV,Mcarthur River Airport,AU,,,MCV
MCW,Mason City Airport,US,Clear Lake,Iowa,MCW
MCX,Makhachkala Airport,RU,Kaspiysk,Dagestan,MCX
MCY,Sunshine Coast Airport,AU,Coolum Beach,Queensland,MCY
MCZ,Maceio-Zumbi dos Palmares International Airport,BR,Satuba,Alagoas,MCZ
MDA,Martindale Army Heliport,US,San Antonio,Texas,SAT
MDB,Melinda,BZ,Dangriga,Stann Creek,MDB
MDC,Sam Ratulangi International Airport,ID,Tatelu,North Sulawesi,MDC
MDD,Airpark,US,Midland,Texas,MAF
MDE,Jose Maria Cordova International Airport,CO,Rionegro,Antioquia,MDE
MDF,Medford,US,Medford,Wisconsin,MDF
MDG,Mudanjiang Airport,CN,Xinglong,Heilongjiang Sheng,MDG
MDH,Southern Illinois,US,De Soto,Illinois,MDH
MDI,Makurdi,NG,Makurdi,Benue,MDI
MDJ,City-county,US,Warm Springs,Oregon,MDJ
MDK,Mbandaka,CD,Mbandaka,Equateur,MDK
MDL,Mandalay International Airport,MM,,,MDL
MDM,Munduku,PG,,,MDM
MDN,Jefferson Proving Grd,US,Madison,Indiana,MDN
MDO,Intermediate,US,,,MDO
MDP,Mindiptana,ID,,,MDP
MDQ,Mar Del Plata Airport,AR,,,MDQ
MDR,Medfra,US,,,MDR
MDS,Middle Caicos,TC,,,MDS
MDT,Harrisburg International Airport,US,Middletown,Pennsylvania,HAR
MDU,Mendi Airport,PG,,,MDU
MDV,Medouneu,GA,,,MDV
MDW,Chicago Midway International Airport,US,Stickney,Illinois,CHI
MDX,Mercedes,AR,Mercedes,Corrientes,MDX
MDY,Sand Island Field,UM,,,MDY
MDZ,El Plumerillo International Airport,AR,Las Heras,Mendoza,MDZ
MEA,Macae,BR,Macae,Rio de Janeiro,MEA
MEB,Essendon Airport,AU,Niddrie,Victoria,MEL
MEC,Manta Airport,EC,Manta,Manabi,MEC
MED,Prince Mohammad Bin Abdulaziz International Airport,SA,Medina,Al Madinah al Munawwarah,MED
MEE,Mare Airport,NC,,,MEE
MEF,Melfi,TD,Melfi,Guera,MEF
MEG,Malange,AO,Malanje,Malanje,MEG
MEH,Mehamn Airport,NO,Mehamn,Finnmark Fylke,MEH
MEI,Key Field,US,Meridian,Mississippi,MEI
MEJ,Meadville,US,Meadville,Pennsylvania,MEJ
MEK,Meknes,MA,Meknes,Meknes-Tafilalet,MEK
MEL,Tullamarine Airport,AU,Attwood,Victoria,MEL
MEM,Memphis International Airport,US,Southaven,Mississippi,MEM
MEN,Brenoux,FR,Mende,Languedoc-Roussillon,MEN
MEO,Dare County Regional,US,Manteo,North Carolina,MEO
MEP,Mersing,MY,Mersing,Johor,MEP
MEQ,Seunagan,ID,Meulaboh,Aceh,MEQ
MER,Castle AFB,US,Merced,California,MCE
MES,Polonia,ID,Medan,North Sumatra,MES
MET,Moreton,AU,,,MET
MEU,Monte Dourado,BR,Almeirim,Para,MEU
MEV,Douglas County,US,Minden,Nevada,MEV
MEW,Mweka,CD,Mweka,Kasai-Occidental,MEW
MEX,Benito Juarez International Airport,MX,Venustiano Carranza,Mexico City,MEX
MEY,Meghauli,NP,Bharatpur,Central Region,MEY
MEZ,Messina,ZA,,,MEZ
MFA,Mafia,TZ,Kilindoni,Pwani,MFA
MFB,Monfort,CO,,,MFB
MFC,Mafeteng,LS,Mafeteng,Mafeteng,MFC
MFD,Lahm Municipal,US,Lincoln Heights,Ohio,MFD
MFE,McAllen International Airport,US,McAllen,Texas,MFE
MFF,Moanda,GA,Moanda,Haut-Ogooue,MFF
MFG,Muzaffarabad,PK,Muzaffarabad,Azad Kashmir,MFG
MFH,Mesquite,US,Mesquite,Nevada,MFH
MFI,Municipal,US,Marshfield,Wisconsin,MFI
MFJ,Moala,FJ,,,MFJ
MFK,Matsu Beigan Airport,TW,Nangan,Fukien,MFK
MFL,Mount Full Stop,AU,,,MFL
MFM,Macau International Airport,MO,,,MFM
MFN,Milford Sound,NZ,,,MFN
MFO,Manguna,PG,,,MFO
MFP,Manners Creek,AU,,,MFP
MFQ,Maradi,NE,Maradi,Maradi,MFQ
MFR,Rogue Valley International-Medford Airport,US,Medford,Oregon,MFR
MFS,Miraflores,CO,Miraflores,Boyaca,MFS
MFT,Machu Picchu,PE,Santa Teresa,Cusco,MFT
MFU,Mfuwe,ZM,Chipata,Eastern,MFU
MFV,Accomack County,US,Onancock,Virginia,MFV
MFW,Magaruque,MZ,,,MFW
MFX,Meribel,FR,Meribel,Rhone-Alpes,MFX
MFY,Mayfa'ah,YE,Al Wuday`,Abyan,MFY
MFZ,Mesalia,PG,,,MFZ
MGA,Augusto C Sandino International Airport,NI,Managua,Managua,MGA
MGB,Mount Gambier Airport,AU,Mount Gambier,South Australia,MGB
MGC,Michigan City Airport,US,Trail Creek,Indiana,MGC
MGD,Magdalena,BO,,,MGD
MGE,Dobbins AFB,US,,,MGE
MGF,Regional De Maringa,BR,Maringa,Parana,MGF
MGG,Margarima,PG,,,MGG
MGH,Margate Airport,ZA,Margate,KwaZulu-Natal,MGH
MGI,Aransas National Wildlife Refuge,US,Port O'Connor,Texas,MGI
MGJ,Orange County,US,Montgomery,New York,MGJ
MGK,Mong Ton,MM,,,MGK
MGL,Moenchen-gl. - Dus Exp,DE,Krefeld,North Rhine-Westphalia,DUS
MGM,Montgomery Regional Airport,US,,,MGM
MGN,Baracoa,CO,Magangue,Bolivar,MGN
MGO,Manega,GA,Fougamou,Ngounie,MGO
MGP,Manga,PG,,,MGP
MGQ,Mogadishu International Airport,SO,Mogadishu,Banaadir,MGQ
MGR,Moultrie Municipal,US,,,MGR
MGS,Mangaia Island,CK,,,MGS
MGT,Milingimbi,AU,,,MGT
MGU,Manaung,MM,Sittwe,Rakhine,MGU
MGV,Margaret River,AU,,,MGV
MGW,Morgantown Airport,US,Brookhaven,West Virginia,MGW
MGX,Moabi,GA,,,MGX
MGY,Dayton-Wright Brothers Airport,US,Union,Ohio,DAY
MGZ,Myeik Airport,MM,Myeik,Tanintharyi,MGZ
MHA,Mahdia,GY,,,MHA
MHB,Mechanics Bay,NZ,,,AKL
MHC,Mocopulli Airport,CL,,,WCA
MHD,Mashhad International Airport,IR,Mashhad,Razavi Khorasan,MHD
MHE,Municipal,US,Mitchell,South Dakota,MHE
MHF,Morichal,CO,,,MHF
MHG,Mannheim Airport,DE,Mannheim,Baden-Wuerttemberg,MHG
MHH,Marsh Harbour International Airport,BS,Marsh Harbour,Central Abaco,MHH
MHI,Musha,DJ,Danan,Ali Sabieh,MHI
MHK,Manhattan Municipal Airport,US,Ogden,Kansas,MHK
MHL,Memorial Municipal,US,Marshall,Missouri,MHL
MHM,Intermediate,US,,,MHM
MHN,Mullen,US,Mullen,Nebraska,MHN
MHO,Mount House,AU,,,MHO
MHP,Minsk International 1,BY,Syenitsa,Minsk,MSQ
MHQ,Mariehamn Airport,AX,Mariehamn,Mariehamns stad,MHQ
MHR,Sacramento Mather Airport,US,,,SAC
MHS,Rep,US,Mount Shasta,California,MHS
MHT,Manchester Boston Regional Airport,US,Manchester,New Hampshire,MHT
MHU,Mount Hotham,AU,Mount Beauty,Victoria,MHU
MHV,Kern County,US,Mojave,California,MHV
MHW,Monteagudo,BO,Monteagudo,Chuquisaca,MHW
MHX,Manihiki Island,CK,,,MHX
MHY,Morehead,PG,,,MHY
MHZ,Mildenhall Airport,GB,Lakenheath,England,MHZ
MIA,Miami International Airport,US,Virginia Gardens,Florida,MIA
MIB,Minot AFB,US,,,MOT
MIC,Crystal,US,Brooklyn Center,Minnesota,MSP
MID,Manuel Crescencio Rejon International Airport,MX,Itzincab Palomeque,Yucatan,MID
MIE,Delaware County,US,Muncie,Indiana,MIE
MIF,Roy Hurd Memorial,US,Monahans,Texas,MIF
MIG,Mianyang Nanjiao Airport,CN,Mianyang,Sichuan,MIG
MIH,Mitchell Plateau,AU,,,MIH
MII,Dr Gastao Vidigal Airport,BR,Marilia,Sao Paulo,MII
MIJ,Mili Island,MH,Mili,Mili Atoll,MIJ
MIK,Mikkeli,FI,Mikkeli,Southern Savonia,MIK
MIM,Merimbula Airport,AU,Merimbula,New South Wales,MIM
MIN,Minnipa,AU,Streaky Bay,South Australia,MIN
MIO,Miami,US,Miami,Oklahoma,MIO
MIP,Mitspeh Ramon,IL,Mitzpe Ramon,Southern District,MIP
MIQ,Simón Bolívar International,US,,,OMA
MIR,Habib Bourguiba International Airport,TN,Sahline,Al Munastir,MIR
MIS,Misima Island,PG,,,MIS
MIT,Kern County,US,Shafter,California,MIT
MIU,Maiduguri,NG,Maiduguri,Borno,MIU
MIV,Millville,US,Millville,New Jersey,MIV
MIW,Municipal,US,Conrad,Iowa,MIW
MIX,Miriti,CO,,,MIX
MIY,Mittiebah,AU,,,MIY
MIZ,Mainoru,AU,,,MIZ
MJA,Manja,MG,,,MJA
MJB,Mejit Island,MH,Mejit,Mejit Island,MJB
MJC,Man,CI,Man,Dix-Huit Montagnes,MJC
MJD,Mohenjodaro,PK,Dokri,Sindh,MJD
MJE,Majkin,MH,,,MJE
MJF,Kjaerstad Airport,NO,Mosjoen,Nordland,MJF
MJG,Mayajigua,CU,Venezuela,Ciego de Avila,MJG
MJI,Mitiga Tripoli Airport,LY,Tagiura,Tripoli,TIP
MJJ,Moki,PG,,,MJJ
MJK,Shark Bay,AU,,,MJK
MJL,Mouila,GA,Mouila,Ngounie,MJL
MJM,Mbuji-Mayi,CD,Mbuji-Mayi,Kasai-Oriental,MJM
MJN,Amborovy,MG,Mahajanga,Boeny,MJN
MJO,Mount Etjo Lodge,,,,MJO
MJP,Manjimup,AU,Manjimup,Western Australia,MJP
MJQ,Jackson,US,Jackson,Minnesota,MJQ
MJR,Miramar,AR,Miramar,Buenos Aires,MJR
MJS,Maganja Da Costa,MZ,Ressano Garcia,Maputo,MJS
MJT,Mytilene International Airport,GR,Vareia,North Aegean,MJT
MJU,Tampa Padang Airport,ID,Mamuju,Sulawesi Barat,MJU
MJV,Murcia-San Javier Airport,ES,San Javier,Murcia,MJV
MJW,Mahenye,ZW,Chiredzi,Masvingo,MJW
MJX,Robert J. Miller,US,Toms River,New Jersey,MJX
MJY,Mangunjaya,ID,Babat,South Sumatra,MJY
MJZ,Mirnyj Airport,RU,Mirny,Sakha,MJZ
MKA,Marianske Lazne,CZ,Marianske Lazne,Karlovarsky,MKA
MKB,Mekambo,GA,,,MKB
MKC,Charles B. Wheeler Downtown Airport,US,Kansas City,Missouri,MKC
MKE,General Mitchell International Airport,US,Saint Francis,Wisconsin,MKE
MKG,Muskegon Airport,US,Norton Shores,Michigan,MKG
MKH,Mokhotlong,LS,,,MKH
MKI,Mboki,CF,Obo,Haut-Mbomou,MKI
MKJ,Makoua,CG,Makoua,Cuvette,MKJ
MKK,Molokai Airport,US,Kualapu'u,Hawaii,MKK
MKL,Mckellar Airport,US,Jackson,Tennessee,MKL
MKM,Mukah Airport,MY,,,MKM
MKN,Malekolon,PG,,,MKN
MKO,Davis Field,US,Muskogee,Oklahoma,MKO
MKP,Makemo,PF,,,MKP
MKQ,Mopah Airport,ID,,,MKQ
MKR,Meekatharra,AU,,,MKR
MKS,Mekane Selam,ET,Debre Tabor,Amhara,MKS
MKT,Municipal,US,Eagle Lake,Minnesota,MKT
MKU,Makokou,GA,Makokou,Ogooue-Ivindo,MKU
MKV,Mt Cavenagh,AU,,,MKV
MKW,Rendani Airport,ID,Manokwari,West Papua,MKW
MKY,Mackay Airport,AU,Mackay,Queensland,MKY
MKZ,Malacca International Airport,MY,Batu Berendam,Melaka,MKZ
MLA,Malta International Airport,MT,Luqa,Luqa,MLA
MLB,Orlando Melbourne International Airport,US,Melbourne,Florida,MLB
MLC,Mc Alester,US,McAlester,Oklahoma,MLC
MLD,Malad City,US,Malad City,Idaho,MLD
MLE,Male International Airport,MV,Male,Maale,MLE
MLF,Milford,US,Milford,Utah,MLF
MLG,Abdul Rachman Saleh Airport,ID,Singosari,East Java,MLG
MLH,EuroAirport Basel-Mulhouse-Freiburg,CH,Hesingue,Alsace,EAP
MLI,Quad City International Airport,US,Coal Valley,Illinois,MLI
MLJ,Baldwin County,US,Milledgeville,Georgia,MLJ
MLK,Malta,US,Malta,Montana,MLK
MLL,Marshall Don Hunter Sr. Airport,US,,,MLL
MLM,Morelia Airport,MX,Alvaro Obregon,Michoacan,MLM
MLN,Melilla Airport,ES,Melilla,Melilla,MLN
MLO,Milos Airport,GR,Adamas,South Aegean,MLO
MLP,Malabang,PH,Malabang,Autonomous Region in Muslim Mindanao,MLP
MLQ,Malalaua,PG,,,MLQ
MLR,Millicent,AU,Millicent,South Australia,MLR
MLS,Municipal,US,Miles City,Montana,MLS
MLT,Millinocket,US,Millinocket,Maine,MLT
MLU,Monroe Regional Airport,US,Lakeshore,Louisiana,MLU
MLV,Merluna,AU,,,MLV
MLW,Sprigg Payne,LR,Monrovia,Montserrado,MLW
MLX,Malatya Airport,TR,Yesilyurt,Malatya,MLX
MLY,Manley Hot Springs,US,,,MLY
MLZ,Cerro Largo,UY,Melo,Cerro Largo,MLZ
MMA,Malmö Bulltofta Airport,DK,Arloev,Skane,MMA
MMB,Memanbetsu Airport,JP,Bihoro,Hokkaido,MMB
MMC,Ciudad Mante,MX,Ciudad Mante,Tamaulipas,MMC
MMD,Maridor,JP,,,MMD
MME,Durham Tees Valley Airport,GB,Bishopton,England,MME
MMF,Mamfe,CM,Mamfe,South-West Province,MMF
MMG,Mount Magnet,AU,,,MMG
MMH,Mammoth Lakes Airport,US,Mammoth Lakes,California,MMH
MMI,McMinn County,US,Decatur,Tennessee,MMI
MMJ,Matsumoto Airport,JP,Matsumoto,Nagano,MMJ
MMK,Murmansk Airport,RU,Murmashi,Murmansk,MMK
MML,Municipal-Ryan Field,US,Marshall,Minnesota,MML
MMM,Middlemount,AU,Tieri,Queensland,MMM
MMN,Minute Man Airfield,US,Stow,Massachusetts,MMN
MMO,Vila Do Maio,CV,Vila do Maio,Maio,MMO
MMP,Mompos,CO,Mompos,Bolivar,MMP
MMQ,Mbala,ZM,Mbala,Northern,MMQ
MMR,Camp Maybry AHP,US,Austin,Texas,AUS
MMS,Selfs,US,Marks,Mississippi,MMS
MMT,Mc Entire ANG Base,US,Springdale,South Carolina,CAE
MMU,Morristown Municipal Airport,US,Florham Park,New Jersey,MMU
MMV,Mal,PG,Lafayette,Oregon,MMV
MMW,Moma,MZ,Antonio Enes,Nampula,MMW
MMX,Malmo Airport,SE,Genarp,Skane,MMA
MMY,Miyako Airport,JP,,,MMY
MMZ,Maimana,AF,Maymana,Faryab,MMZ
MNA,Melangguane,ID,Lirung,North Sulawesi,MNA
MNB,Moanda,CD,,,MNB
MNC,Nacala,MZ,Nacala,Nampula,MNC
MND,Medina,CO,Medina,Cundinamarca,MND
MNE,Mungeranie,AU,,,MNE
MNF,Mana Island Airstrip,FJ,,,MNF
MNG,Maningrida Airport,AU,,,MNG
MNH,Minneriya,LK,Kalmunai,Eastern Province,MNH
MNI,Bramble Airport,MS,Saint Peters,Saint Peter,MNI
MNJ,Mananjary,MG,Mananjary,Vatovavy Fitovinany,MNJ
MNK,Maiana,KI,Tarawa,Gilbert Islands,MNK
MNL,Ninoy Aquino International Airport,PH,Makati City,Metro Manila,MNL
MNM,Menominee,US,Marinette,Wisconsin,MNM
MNN,Municipal,US,Marion,Ohio,MNN
MNO,Manono,CD,Kabalo,Katanga,MNO
MNP,Maron,PG,,,MNP
MNQ,Monto,AU,,,MNQ
MNR,Mongu,ZM,Mongu,Western,MNR
MNS,Mansa,ZM,Mansa,Luapula,MNS
MNT,Minto,US,,,MNT
MNU,Maulmyine,MM,Mawlamyine,Mon,MNU
MNV,Mountain Valley,AU,,,MNV
MNW,Macdonald Downs,AU,,,MNW
MNX,Manicore,BR,Manicore,Amazonas,MNX
MNY,Mono,SB,,,MNY
MNZ,Manassas Regional Airport/Harry P. Davis Field,US,Manassas,Virginia,MNZ
MOA,Orestes Acosta,CU,Moa,Holguin,MOA
MOB,Mobile Regional Airport,US,Tillmans Corner,Alabama,MOB
MOC,Montes Claros Airport,BR,Montes Claros,Minas Gerais,MOC
MOD,Modesto Municipal Airport,US,Bystrom,California,MOD
MOE,Momeik,MM,Mogok,Mandalay,MOE
MOF,Wai Oti Airport,ID,Waioti,East Nusa Tenggara,MOF
MOG,Mong Hsat,MM,Mae Ai,Chiang Mai,MOG
MOH,Maleo Airport,ID,Malili,South Sulawesi,MOH
MOI,Mitiaro Island,CK,,,MOI
MOJ,Moengo,SR,Moengo,Marowijne,MOJ
MOK,Muynak Airport,UZ,Muynak,,MOK
MOL,Molde Airport Aro,NO,Molde,More og Romsdal,MOL
MOM,Moudjeria,MR,Barkewol,Assaba,MOM
MON,Mount Cook Airport,NZ,,,MON
MOO,Moomba,AU,,,MOO
MOP,Municipal,US,Mount Pleasant,Michigan,MOP
MOQ,Morondava Airport,MG,Morondava,Menabe,MOQ
MOR,Moore-Murrell,US,Morristown,Tennessee,MOR
MOS,Intermediate,US,,,MOS
MOT,Minot International Airport,US,Minot,North Dakota,MOT
MOU,Mountain Village Airport,US,,,MOU
MOV,Moranbah Airport,AU,Moranbah,Queensland,MOV
MOX,Municipal,US,Morris,Minnesota,MOX
MOY,Monterrey,CO,Monterrey,Casanare,MOY
MOZ,Temae Airport,PF,Teavaro,,MOZ
MPA,Mpacha,,,,MPA
MPB,Miami Sea Plane Base,US,,,MIA
MPC,Muko-Muko,ID,Sungai Penuh,Jambi,MPC
MPD,Mirpur Khas,PK,Mirpur Khas,Sindh,MPD
MPE,Griswold,US,Madison,Connecticut,MPE
MPF,Mapoda,PG,,,MPF
MPG,Makini,PG,,,MPG
MPH,Boracay Airport,PH,Caticlan,Western Visayas,MPH
MPI,Mamitupo,PA,Maria Chiquita,Colon,MPI
MPJ,Petit Jean Park,US,Morrilton,Arkansas,MPJ
MPK,Mokpo,KR,Moppo,Jeollanam-do,MPK
MPL,Montpellier Mediterranee Airport,FR,Perols,Languedoc-Roussillon,MPL
MPM,Maputo International Airport,MZ,,,MPM
MPN,Mount Pleasant,FK,,,MPN
MPO,Mt Pocono,US,Mount Pocono,Pennsylvania,MPO
MPP,Mulatupo,PA,,,MPP
MPQ,Maan,JO,Ma'an,Ma'an,MPQ
MPR,Mcpherson,US,McPherson,Kansas,MPR
MPS,Mount Pleasant,US,Mount Pleasant,Texas,MPS
MPT,Maliana,TL,Akubala,East Nusa Tenggara,MPT
MPU,Mapua,PG,,,MPU
MPV,Edward F Knapp State,US,Montpelier,Vermont,MPV
MPW,Mariupol,UA,Mariupol,Donetsk,MPW
MPX,Miyanmin,PG,,,MPX
MPY,Maripasoula,GF,,,MPY
MPZ,Municipal,US,Mount Pleasant,Iowa,MPZ
MQA,Mandora,AU,Broome,Western Australia,MQA
MQB,Municipal,US,Macomb,Illinois,MQB
MQC,Miquelon Airport,PM,Miquelon,Miquelon-Langlade,MQC
MQD,Maquinchao,AR,Maquinchao,Rio Negro,MQD
MQE,Marqua,AU,,,MQE
MQF,Magnitogorsk Airport,RU,Magnitogorsk,Chelyabinsk,MQF
MQG,Midgard,,Okahandja,Otjozondjupa,MQG
MQH,Municipal,BR,Cavalcante,Goias,MQH
MQI,Quincy,US,Quincy,Massachusetts,MQI
MQJ,Moma,RU,,,MQJ
MQK,San Matias,BO,San Matias,Santa Cruz,MQK
MQL,Mildura Airport,AU,Mildura,Victoria,MQL
MQM,Mardin Airport,TR,Kiziltepe,Mardin,MQM
MQN,Mo i Rana Airport,NO,Mo i Rana,Nordland,MQN
MQO,Malam,PG,,,MQO
MQP,Kruger Mpumalanga International Airport,ZA,White River,Mpumalanga,NLP
MQQ,Moundou,TD,Moundou,Logone Occidental,MQQ
MQR,Mosquera,CO,Mosquera,Narino,MQR
MQS,Mustique,VC,Port Elizabeth,Grenadines,MQS
MQT,Sawyer International Airport,US,K. I. Sawyer Air Force Base,Michigan,MQT
MQU,Mariquita,CO,Mariquita,Tolima,MQU
MQV,Mostaganem,DZ,Mostaganem,Mostaganem,MQV
MQW,Telfair-Wheeler,US,Helena,Georgia,MQW
MQX,Makale Airport,ET,Mekele,Tigray,MQX
MQY,Smyrna,US,Smyrna,Tennessee,MQY
MQZ,Margaret River,AU,Margaret River,Western Australia,MQZ
MRA,Misurata Airport,LY,Misratah,Misratah,MRA
MRB,Eastern Wv Regional Airport/Shepherd Field,US,Martinsburg,West Virginia,MRB
MRC,Maury County,US,Columbia,Tennessee,MRC
MRD,A Carnevalli,VE,Merida,Merida,MRD
MRE,Mara Lodges Airport,KE,,,MRE
MRF,Municipal,US,Marfa,Texas,MRF
MRG,Mareeba,AU,,,MRG
MRH,May River,PG,,,MRH
MRI,Merrill Field,US,Anchorage,Alaska,ANC
MRJ,Marcala,HN,Marcala,La Paz,MRJ
MRK,Marco Island,US,Marco,Florida,MRK
MRL,Miners Lake,AU,Charters Towers,Queensland,MRL
MRM,Manare,PG,,,MRM
MRN,Lenoir,US,Morganton,North Carolina,MRN
MRO,Masterton/Hood Aerodrome,NZ,Masterton,Wellington,MRO
MRP,Marla,AU,,,MRP
MRQ,Marinduque,PH,Masiga,Mimaropa,MRQ
MRR,Macara,EC,Macara,Loja,MRR
MRS,Marseille Provence Airport,FR,Saint-Victoret,Provence-Alpes-Cote d'Azur,MRS
MRT,Moroak,AU,,,MRT
MRU,Sir Seewoosagur Ramgoolam International Airport,MU,Plaine Magnien,Grand Port,MRU
MRV,Mineralnye Vody Airport,RU,Andzhiyevskiy,Stavropol'skiy,MRV
MRW,Maribo,DK,Holeby,Zealand,MRW
MRX,Mahshahr Airport,IR,Bandar-e Mahshahr,Khuzestan,MRX
MRY,Monterey Regional Airport,US,Del Rey Oaks,California,MRY
MRZ,Moree Airport,AU,Moree,New South Wales,MRZ
MSA,Muskrat Dam,CA,,,MSA
MSB,Marigot SPB,MF,,,SFG
MSC,Falcon Field,US,Mesa,Arizona,MSC
MSD,Mt Pleasant,US,Mount Pleasant,Utah,MSD
MSE,Kent International,GB,Westgate on Sea,England,MSE
MSF,Mount Swan,AU,,,MSF
MSG,Matsaile,LS,,,MSG
MSH,Masirah,OM,Badiyah,Ash Sharqiyah,MSH
MSI,Masalembo,ID,Perreng,East Java,MSI
MSJ,Misawa,JP,Misawa,Aomori,MSJ
MSK,Mastic Point,BS,,,MSK
MSL,Northwest Alabama Regional Airport,US,Muscle Shoals,Alabama,MSL
MSM,Masi Manimba,CD,Bulungu,Bandundu,MSM
MSN,Dane County Regional Airport,US,Maple Bluff,Wisconsin,MSN
MSO,Missoula International Airport,US,Orchard Homes,Montana,MSO
MSP,Minneapolis-St. Paul International Airport,US,Richfield,Minnesota,MSP
MSQ,Minsk National Airport,BY,Smilavichy,Minsk,MSQ
MSR,Mus Airport,TR,Haskoy,Mus,MSR
MSS,Richards Field,US,Massena,New York,MSS
MST,Maastricht Aachen Airport,NL,Elsloo,Limburg,MST
MSU,Moshoeshoe International Airport,LS,Maseru,Maseru,MSU
MSV,Sullivan County International,US,Liberty,New York,MSV
MSW,Massawa International,ER,Massawa,Northern Red Sea Region,MSW
MSX,Mossendjo,CG,Mossendjo,Niari,MSX
MSY,Louis Armstrong New Orleans International Airport,US,Kenner,Louisiana,MSY
MSZ,Yuri Gagarin Airport,AO,Namibe,Namibe,MSZ
MTA,Matamata,NZ,Matamata,Waikato,MTA
MTB,Monte Libano,CO,Montelibano,Cordoba,MTB
MTC,Selfridge ANGB,US,Mount Clemens,Michigan,MTC
MTD,Mt Sandford,AU,,,MTD
MTE,Monte Alegre,BR,Monte Alegre,Para,MTE
MTF,Mizan Teferi,ET,,,MTF
MTG,Mato Grosso,BR,Diamantino,Mato Grosso,MTG
MTH,Florida Keys Marathon Airport,US,Marathon,Florida,MTH
MTI,Mosteiros,CV,Porto dos Mosteiros,Mosteiros,MTI
MTJ,Montrose Regional Airport,US,Montrose,Colorado,MTJ
MTK,Makin Island,KI,Makin Village,Gilbert Islands,MTK
MTL,Maitland,AU,Maitland,New South Wales,MTL
MTM,SPB,US,,,MTM
MTN,Glenn L Martin,US,Bowleys Quarters,Maryland,BWI
MTO,Coles County Memorial,US,Mattoon,Illinois,MTO
MTP,Montauk Airport,US,Montauk,New York,MTP
MTQ,Mitchell,AU,,,MTQ
MTR,Los Garzones Airport,CO,Cerete,Cordoba,MTR
MTS,Matsapha International,SZ,Kwaluseni,Manzini,MTS
MTT,Minatitlan Airport,MX,Minatitlan,Veracruz,MTT
MTU,Montepuez,MZ,Montepuez,Cabo Delgado,MTU
MTV,Mota Lava,VU,,,MTV
